POS,class
"JJ NNP NN : WRB NNS VBP DT PRP IN VBN , PRP$ `` '' VBZ RB CC TO VB . POS JJR CD WDT VBD MD ( ) VBG JJS EX",pplm
"NN VBZ DT CC VBP RB VBG IN PRP$ , VBD WP PRP TO MD VB JJ NNS VBN CD POS .",pplm
"JJ NNP NN VBZ JJR '' IN NNS CC , `` DT POS VBN VBD PRP RB . VBP VBG MD VB PRP$ TO EX WP WDT WRB CD",pplm
"JJ NNP NN : IN NNS VBD DT CD TO VB PRP CC VBP JJS , VBG WP VBZ VBN . WDT RB WRB PRP$ $ `` '' EX POS",pplm
"NN NNP JJ VBN IN '' VBD CD NNS VBP DT , . POS WRB PRP `` CC TO VB WP RB VBZ VBG MD PRP$ RBR :",pplm
"JJ NNP NN NNS VBG IN : VBP VBN DT WP VBZ VBD RB . PRP POS , CD TO VB CC MD PRP$ `` '' EX WDT WRB",pplm
"JJ NNP NN : PRP IN NNS VBP VBD PDT DT VBZ VBN , CC TO `` VB '' . VBG RB PRP$ WP CD RP WDT EX POS WP$ MD WRB RBS",pplm
"JJ NNP NN : POS VBN IN '' VBD VBG NNS WRB DT PRP PRP$ . , WP TO VB VBZ CC RB RP VBP WDT RBR RBS CD `` EX (",pplm
"JJ NNP WRB DT NNS NN VBD VBN IN CC . ( ) VBP RP TO VB , VBG `` PRP MD RB '' VBZ JJR PRP$ POS CD : $ WDT",pplm
"JJ NNP NN : VBZ TO NNS IN PRP$ DT VBN . VBP , CC WDT POS MD VB CD PRP RB VBD VBG",pplm
"JJ NNP NN : IN POS DT VBD PRP VBN VBG MD VB . `` RB '' , CC VBZ NNS WDT TO WP VBP CD PRP$ RBR RP",pplm
"NN : JJ NNS IN VBN VBZ DT NNP , CC TO VB RP PRP$ VBD . `` PRP '' RB VBG VBP WDT POS FW MD EX",pplm
"JJ NNP NN : CD NNS WRB DT MD RB VB IN POS JJS VBP VBN VBZ TO , VBG . CC WDT RBS VBD PRP PRP$ `` '' EX JJR",pplm
"JJ NNP NN : WRB TO VB PRP$ RB IN PRP VBP CD DT NNS CC MD , ) RP VBD . '' VBZ VBN ( VBG WDT",pplm
"JJ NNP NN : VBG VBZ VBN IN CD , DT RB VBD PRP$ . TO NNS CC `` PRP VBP '' PDT WP WDT POS ( ) MD VB",pplm
"JJ NNP NN VBZ IN VBG DT PRP VBD CD NNS VBP WP TO VB POS , CC : RB . VBN EX ( `` '' )",pplm
"RB VB WRB TO DT JJ NN IN PRP$ VBZ WDT PRP CC . POS , VBP `` '' NNS MD VBG VBN RP RBR NNP VBD CD JJR ( ) JJS",pplm
"JJ NNP NN : VBZ VBN IN POS CC NNS DT VBD PRP RB . , VBG TO VB `` WDT PRP$ '' WRB MD CD RP VBP PDT JJS",pplm
"JJ NNP NN : NNS VBP IN VBD CD VBN DT TO VB POS VBG , CC EX . PRP `` '' VBZ WP RB ( ) RP PRP$ MD",pplm
"JJ NNP NN VBZ VBG TO VB PRP IN POS RP . DT CC , NNS MD VBN CD : VBP RB WRB VBD PRP$ WP RBR JJS WDT WP$ `` ''",pplm
"JJ NNP NN IN DT : CC POS VBD VBN CD PRP$ NNS . TO RB PRP VBG VB WRB , WP RBR VBP MD JJS `` '' VBZ RBS RP $ WDT",pplm
"JJ NNP NN : '' DT PRP$ VBN NNS VBP VBZ IN PRP VBD . , VBG `` RB TO VB CC RP MD POS CD EX WP WDT $ WRB",pplm
"JJ NNP NN IN DT : VBG NNS VBP PRP$ CC , VBZ TO VB PRP VBD MD POS RB '' VBN RP . EX WP WDT WRB",pplm
"JJ NNP NN : CD IN POS NNS RB DT VBP VBN . PRP VBD WRB CC EX `` '' , WDT RBS VB TO RP JJR VBZ PDT JJS PRP$ WP VBG",pplm
"NN NNS VBP JJ IN DT TO . RB VBN CC VBZ RP PRP , PRP$ VBG RBR VB VBD MD CD ( ) JJR EX NNP WDT",pplm
"RB VBZ WRB JJ NNS IN NN PRP VBP VBN : , POS DT JJS PRP$ . CD RBS VBD TO VBG CC WDT RP VB `` '' EX MD WP",pplm
"JJ NNP NN POS : TO VB IN VBN NNS VBP VBZ RB DT . , CD VBD WRB RP `` '' ( ) CC WDT VBG PRP PRP$ MD WP RBR",pplm
"JJ NN : MD VB VBD IN CD NNS NNP DT POS , VBZ VBN . PRP VBP `` '' RB WDT VBG CC TO RBR WRB PRP$ RP WP JJS RBS PDT",pplm
"JJ NNP NN CC NNS : IN PRP TO RB VBD CD , VBP PDT DT VBN VBG WP `` '' . VB MD WDT VBZ WRB RP POS RBS JJS RBR",pplm
"JJ NNP NN : DT PRP VBD PRP$ CC NNS TO WRB VBP UH , VBG IN . RB VBZ VBN VB",pplm
"JJ NN VBZ VBG VB POS RB VBP PRP . CC DT VBN NNS , UH IN WRB PRP$ '' WP WDT CD VBD EX MD TO JJR `` PDT",pplm
"JJ NNP POS NN IN DT '' NNS RB , VBD VBZ . VBN WP PRP$ CD TO VB CC VBP VBG PRP MD `` :",pplm
"JJ NNP NNS IN DT NN CD VBD VBN . RB , CC VBG $ PRP TO VB PRP$ `` '' POS MD VBZ VBP WP WRB",pplm
"NN JJ POS NNS IN CC DT WDT VBD VBN . , TO VB RB ( VBP ) VBZ WP VBG PRP$ PRP MD CD `` '' RBR : RBS",pplm
"JJ NNP NN NNS IN CD VBZ VBN DT POS . PRP VBD , `` CC VBP VBG PRP$ '' MD VB WRB RB : TO JJS RP WP WDT",pplm
"NN VBZ DT NNS VBG IN POS VBP RB VBN JJ ( ) CC , . PRP$ TO VB PRP WRB VBD MD `` '' WP WDT",pplm
"JJ NNP NN : WRB TO VB IN , DT PRP VBP EX VBZ RB . NNS MD VBD `` '' WDT POS CC VBN PRP$ VBG WP",pplm
"JJ NNP WRB VBZ DT NN IN VBG RB . EX VBP NNS TO VB , POS CC MD WDT RBS VBN VBD WP$ PRP$ '' PRP RBR CD : ( )",pplm
"NN VBZ DT IN POS NNS RB JJ . MD VB VBN CC , PRP WDT VBG TO",pplm
"RB VB WRB JJ IN PRP$ NN VBZ . DT VBN WP VBP PRP MD NNS POS `` '' , VBG WDT CC TO EX CD",pplm
"RB NNP WRB VB PRP DT NN . VBP VBN PRP$ JJ IN NNS CC , VBZ WDT CD TO JJS EX WP MD VBG RP JJR",pplm
NN VBZ DT WRB PRP VBP POS RB CC VB RP NNS IN CD VBG TO . ( ) JJ,pplm
"NN VBZ DT PRP JJS IN VBP . JJ NNS , TO CC JJR VB CD WDT VBN POS : PDT RB PRP$ WP VBG RBR RP WRB NNP",pplm
"JJ NNP VB WRB DT NN VBZ VBG TO CC IN MD PRP$ VBN . , NNS POS PRP `` '' CD WP WDT VBD : RB VBP",pplm
NNP NNPS IN DT JJ NN CD : WRB NNS CC VBP VBG,human
"NNP VBZ TO VB DT NN IN PRP$ JJ ( ) POS JJR . PRP , WP RB VBD `` RP NNS VBP CC '' VBN VBG : MD CD WRB RBR WDT",human
"NNP NN VBZ NNS IN POS ( ) DT `` '' VBN JJ , WP VBD VBG TO VB . RB VBP : WDT JJR CD PRP$ PRP RP CC MD RBR JJS PDT WRB $",human
"NNP NN : JJ NNS VBN CC VBG DT MD RB VB ( ) IN VBZ RP , WDT TO . PRP VBD VBP PRP$ `` '' RBR POS CD WRB JJR $ WP EX",human
"NNP POS NN MD VB IN DT JJ NNS ( ) VBZ VBN CC PRP$ CD . RB VBD TO , VBG JJS PDT PRP `` '' WDT RBR VBP JJR RBS RP $ WP WRB",human
"NNP CC POS NN IN DT ( ) `` RB PRP VBP JJ NNS , '' VBD VBN TO VB . CD VBG JJR PRP$ WDT WRB JJS VBZ RBR MD : EX WP$ $ RP WP",human
"NNP VBZ RB VBG DT JJ NN '' ( ) IN NNS CD VBN WDT CC VB . , RP TO JJR VBD VBP POS PRP$ PRP MD JJS `` WRB $ WP$ RBR EX",human
"DT NN IN NNP , JJ CC VBZ `` VBG '' NNS : RB VBN . ( ) VBD POS PRP CD WRB WDT PRP$ RP TO VB WP RBR JJS PDT JJR MD VBP NNPS",human
"JJ NNS VBP RB IN DT NN ( ) VBG VBD TO CC VB . PRP JJR JJS CD , VBN POS VBZ RP `` WDT '' RBR EX MD",human
"JJ NN NNS VBP WDT NNP VBD TO VB RB ( ) DT VBZ VBN IN MD : CC PRP , . VBG PRP$ JJR CD WRB WP `` ''",human
"NNP CC VBP VBG DT NN TO VB PRP$ . IN , VBZ RP ( ) POS JJ VBD NNS MD VBN JJS RB PRP : JJR WDT RBR WRB CD `` '' WP$ RBS",human
"WRB DT JJ NN VBD NNS IN CD ( ) EX VBN , POS VBG TO VB . JJR CC PRP$ PRP WDT RB `` VBZ VBP '' JJS MD : WP RP FW PDT $ RBR",human
"DT CD JJS JJ NNS IN NNP POS NN ( ) , VBD CC PRP$ PRP . RB RP VBP TO VB MD `` VBN VBZ '' : WRB WDT VBG EX JJR WP UH RBR PDT",human
"NNP MD VB JJR IN DT CD NN JJ ( ) VBZ VBN JJS VBG POS . RB NNS , $ CC RP RBR PRP TO VBP `` '' VBD PRP$ WDT WP WRB :",human
"NNP NNS : RB VBD DT NN WRB CD IN VBN JJ CC , VB ( ) RP PRP . WP VBP PRP$ VBG VBZ MD TO EX WDT POS `` '' JJR JJS PDT RBR RBS",human
"NNP IN VBN NNS CC JJ NN ( ) VBD TO DT , VBG . POS PRP$ VBP RB VB WP `` '' PRP VBZ JJR CD",human
"NNP NNS NN TO VB POS JJ VBN IN , VBD VBG DT PRP$ WRB PRP RB . : CC `` VBZ RP '' CD JJS WDT VBP EX MD RBR WP JJR ( )",human
"IN JJ NNP TO NN : WRB CC VBD POS VBN VBZ . PRP DT NNS `` '' PRP$ RB VBP VB MD , EX CD VBG FW RP WDT ( ) PDT JJR WP RBR",human
"CD JJ NNS IN NNP : NN TO VBN JJS , VBP PRP MD VB POS RB DT CC WP . VBG PDT JJR WDT VBZ WRB RBS ( ) PRP$ VBD `` '' WP$ RP",human
"NN : JJ NNS VBP . ( ) VBZ DT IN VBG PRP CD TO VB , VBN PRP$ MD RB CC EX VBD `` WP '' WRB POS JJR JJS $",human
"NNP VBD IN NN NNS ( ) VBZ DT VBN . PRP VBG RP POS JJ `` TO VB JJS VBP , '' RB WDT $ CD : MD PRP$ CC WP RBR PDT",human
"IN NN VBG RP MD NNP CD VBP RB . ( ) JJ NNS DT , VBN TO PRP VBD RBS POS CC JJS VBZ VB WDT : WP `` '' PRP$ JJR RBR WRB $ NNPS EX PDT",human
"IN NN NNS , NNP JJ MD VB VBN ( ) RB POS DT VBZ : CC PRP . VBG JJS JJR CD TO WDT VBD RP `` RBS '' WRB VBP RBR PRP$",human
"NNP NN TO CD VBZ VBG , '' ( ) PRP JJR IN NNS JJ POS CC DT EX WRB MD VB VBN . PRP$ : JJS `` VBD RB WDT VBP PDT",human
"DT JJ NN IN NNP NNS ( ) PRP VBD VBN : WP RB . JJR , VBZ JJS CD CC VBP VB TO VBG",human
"WRB DT NN IN MD VB RB JJ NNS ( ) VBZ PRP VBP CC : . , WDT VBG VBN WP TO EX POS `` '' VBD PDT CD JJR PRP$ RP RBR NNP JJS",human
"NN IN DT NNP NNS JJ ( ) TO WP VBD CD . , VBG VBP RB VB PRP `` CC WDT VBZ VBN '' RP JJR",human
"WP DT NN MD VB IN NNP POS VBZ JJ NNS CC . PRP VBN VBP PRP$ : JJR ( ) VBG TO , VBD RB WRB CD `` '' FW WP$ WDT RP RBR RBS",human
"DT NN WP VBD PRP VBZ VBN POS JJ , IN . PRP$ `` CC NNS : '' VBP JJR ( ) VBG MD VB TO CD RP RB JJS RBR EX WRB WDT RBS PDT",human
"NNP : WP PRP MD VB IN NNS VBP NN VBZ DT CC . VBN PRP$ JJ JJR ( ) POS , WP$ VBG RB VBD WDT TO WRB CD RP",human
NNP NNPS IN DT JJ NN CD : WRB NNS CC VBP VBG,human
NNP NNPS IN DT JJ NN CD : WRB NNS CC VBP VBG,human
NNP NNPS IN DT JJ NN CD : WRB NNS CC VBP VBG,human
"NNP CD IN NN , JJ VBD PRP$ DT VBG NNS .",human
"DT NNS WDT VBD NN IN ( ) VBN , `` '' : CD JJ RB TO VBZ VBG RP WRB VBP VB . CC PDT JJR WP",human
"NNP VBG RB TO NN ( ) , DT VBZ PRP VBN . VBD IN PRP$ NNS VBP CC `` JJ '' VB JJS JJR",human
"NNP CC NN IN JJ ( ) NNS VB VBD DT , WRB PRP VBP VBG . `` EX WP MD TO RB '' RBR JJR",human
"POS '' NNS NNP RB TO NN IN DT JJ ( ) FW VBZ VB , CC PRP `` . VBN VBG WP JJR : PRP$ WDT VBD WRB CD",human
"NNP RB VBZ NN ( ) VBN CC PRP . RBR IN DT TO JJ , PRP$ `` '' VBD WDT NNS POS VB CD : VBG",human
"'' DT JJ NNP POS NN VBN IN ( ) VBP TO `` VBG NNS . VBZ PRP MD VB , CC VBD RB JJR CD",human
"NN '' NNP CC NNS IN JJ ( ) RB , JJS PRP$ MD VB . CD DT `` WDT VBP POS VBD VBG VBZ VBN TO PRP WP JJR",human
"NNP VBZ RB VB IN JJ POS ( NN ) FW DT VBG `` , '' WDT RBS WP PRP . VBN PRP$ TO : VBD JJR CC RP VBP PDT NNS CD MD WP$ RBR",human
"NNP TO VB DT JJ CD NNS IN NN ( ) VBZ VBG . VBD PRP MD RB PRP$ , CC `` WRB '' VBN POS JJR",human
"NNP NNS NN IN VBG PRP$ '' PRP MD VB TO DT ( ) VBD VBN CD , `` VBZ JJ CC . RB VBP : JJS RP WDT RBR #",human
"NN '' NNS NNP CD IN ( ) `` VBZ VBN JJ TO DT . PRP VBP , WDT VBD RB WP VBG : CC VB MD PRP$",human
"NNP VBZ PRP VBN IN '' NN ( ) MD RB VB TO PRP$ JJS , WP . JJ VBD CD POS `` NNS DT : VBG JJR",human
"NNP CC : WP PRP VBP ( NN ) IN DT VBZ , CD JJ NNS VBG POS . VBD PRP$ VBN RB `` WDT '' TO VB MD WRB RP JJR RBS",human
"NNP VBZ JJ NN TO POS ( ) VB VBD DT , VBG PRP `` . '' PRP$ NNS IN CD WRB VBN $ RB RBS CC MD JJR VBP RBR",human
"NNP VBZ NNS ( NN ) VBN PRP$ IN DT JJ TO . `` VBP VBG , '' VBD POS VB WRB PRP MD CC RBR RB JJR",human
"NNP CC POS NN VBZ RP IN ( ) NNS VBP VBG TO JJ VB PRP$ VBN . DT , VBD PRP RB WP `` '' JJS",human
"NNP CC NN IN VBP RB POS ( ) VBZ VBN DT JJ , `` VB '' WDT MD NNS . RP : PRP VBD TO PDT VBG PRP$ CD JJR",human
"RB NNP POS CC RBR NNS VBP NN IN ( ) JJ MD VB VBN RP DT VBG . `` , '' WP VBZ VBD PRP TO PRP$ WRB",human
"CD NNP POS VBZ DT JJ NN IN TO VB ( ) VBG `` '' , PRP NNS . WP MD RB VBN RP WDT CC WP$ VBP RBS EX UH WRB PRP$ : JJR",human
"NN POS NNP CC NNS VBP TO ( ) VBD VBN CD IN WP DT RBS JJ PRP PRP$ . , VBG MD VB RB VBZ WDT RP : `` '' JJR PDT WRB",human
"NNP VBZ IN JJ POS NN ( ) VBN TO VB `` DT RP '' VBD RBR . , CD MD PRP NNS PRP$ VBG CC VBP WP RBS RB JJR",human
"NNP VBZ JJ NN ( ) RB CD IN DT . VBD PRP VBN TO `` CC , PRP$ NNS '' VBG VBP $ VB",human
"NNP VBD JJ NN NNS IN PRP RB VB ( ) EX VBZ DT VBG . , `` '' PRP$ POS JJS VBN RP CC TO CD WP MD WRB WDT",human
"NN NNS TO VB IN PRP VBP DT PRP$ ( ) , VBD JJ CC VBG WDT VBN . RB JJS VBZ CD WP : WRB `` '' PDT MD RBS FW POS EX JJR UH RP",human
"WP VBZ VBG IN NNP , CC NN : `` '' DT JJ NNS TO VB . RB VBP CD PRP$ ( ) VBN POS WRB PRP VBD RP JJS WDT RBR RBS FW JJR MD",human
"NN NNS TO VB PRP PRP$ JJ RB ( ) VBG VBN IN VBP DT WP VBZ , . CC : JJR `` '' NNP MD VBD WRB RP POS WDT CD JJS",human
"CD NNP POS NNS DT JJ NN IN ( ) `` '' VBZ , WDT VBN : RB PRP VB CC VBG VBD PRP$ . PDT MD VBP WP WRB TO RP RBS JJR",human
"NNP NNS IN , '' DT NN WP$ VBZ PRP$ ( ) `` PDT VBG TO VB JJS . CC JJ : WDT RB MD RBR VBN JJR VBD PRP VBP WP POS CD",human
"POS VBZ NNP JJ NN TO VB PRP ( ) IN DT , VBG NNS . `` RB '' CC VBN PRP$ : CD WRB VBD VBP WDT JJR EX MD",human
"RB NNP POS VBZ DT JJ NN IN NNS TO ( ) VBG VB , `` '' VBN CC RP . MD RBS WDT VBP JJS : PRP VBD CD PRP$ WP JJR",human
"DT JJS NN TO VB NNP $ CD IN RP : VBZ RB VBN CC . NNS , VBP POS MD VBD WP JJ VBG PRP$ RBS PRP WRB EX `` '' WDT ( ) PDT JJR RBR",human
"WRB TO VB NNP IN PRP$ NN : NNS VBP JJ DT JJS . PRP MD , CC RB VBD CD",human
"IN NN : DT NNP ( ) NNS JJ , VBZ PRP CC TO VB WP . VBP POS RB VBD VBN",human
NNP POS NN IN CD NNS PRP . VB RP WP VBZ VBG DT,human
"VB DT NNS IN NNP NN CD JJ , ( ) JJS CC JJR .",human
NNP POS JJ NN IN CD NNS PRP . VB RP WP VBZ VBG DT,human
"NNP IN POS NN , ( ) VB TO DT NNS CC JJS . VBG RB CD EX VBZ WRB",human
"NNP IN DT NN JJ , ( ) VBD NNS VBP TO . RB PRP MD VB",human
"RB IN DT NNP NN , JJ ( ) NNS VBP VBN CC . VB PRP VBZ",human
"VBZ PDT DT NN TO VBG NNP POS JJS NNS . , ( ) VBP VBN IN JJR CD CC PRP RB VBD VB RP WRB",human
"CD IN NNP POS JJS NNS VBZ VBN DT NN ( JJ ) TO VB RP . VBD PRP , VBG `` '' PRP$ RB WP WDT JJR",human
"NNP POS JJ NN NNS RP IN ( ) VBD DT , VBG RB TO VB VBN . CD WDT `` CC '' PRP PRP$ VBZ VBP EX",human
"NNP VBZ RB VBG PRP$ JJ NN IN ( ) . VBD DT TO VB CD , WDT VBN NNS MD VBP JJS `` PRP '' JJR CC RP RBS POS",human
"WRB NNP POS VBZ VBG JJ TO VB NN ( ) VBN IN CD NNS , RB . DT JJS WDT VBD JJR CC MD VBP RP PRP$ PRP $ FW `` '' : # RBR EX",human
"NNP VBZ DT RB JJ NN IN : CC VBN NNS VBP . CD POS , PRP VBG TO VB WRB MD VBD PRP$ JJR WDT WP EX `` '' ( ) RP JJS RBR",human
"JJ NN : NNP VBD CD NNS IN DT ( ) , WDT PRP VBG CC . VBP VBN VBZ PRP$ TO VB RB WRB RBS `` '' EX PDT RP MD POS JJR WP RBR UH JJS $ FW NNPS",human
"NNP VBZ CD NN NNS IN JJ ( ) DT VBN POS MD VB , WDT TO JJR CC JJS . VBP VBG WP VBD RB `` '' PRP$ PRP : WRB EX RBR RBS $ FW",human
"NN NNS IN JJ TO VB CC VBP ( ) DT VBN PRP$ , PRP VBD RB . : MD CD WP WDT RBR VBG `` '' WRB VBZ POS EX JJR $ JJS RP NNP PDT",human
"NNP VBZ IN NN ( ) JJ VBN DT PRP TO , VBG POS . VBD NNS CC `` VBP RB '' VB JJR $ CD MD WDT RP PRP$ WP WRB JJS : WP$ RBR EX",human
"POS VBD NNS IN DT NN : VBP NNP JJS JJ , ( ) VBG WRB CC . TO RP WP VB `` PRP RB '' WP$ VBN JJR VBZ WDT CD PRP$ EX RBS $ MD PDT",human
"NNP POS NN IN DT JJ VBZ VBG ( ) CD , VBD . JJR PDT NNS TO VB JJS CC RB VBN WP RP PRP$ RBR VBP `` '' WDT MD WRB PRP WP$ RBS EX : $",human
"CD JJ , IN JJS VBN NNP VBZ POS NN ( ) NNS VBG VBP DT CC . WDT VBD TO VB PRP PRP$ `` '' RB JJR",human
"NNP VBD IN NN NNS CC JJ ( ) VBP . VB VBG DT VBZ , VBN RB MD TO CD POS RBS PRP `` '' :",human
"DT IN NNP POS JJ FW NN '' ( ) VBP EX VBZ RB , WRB VBG TO VB PRP$ NNS CC PRP . RBS `` JJS VBD CD : WDT VBN MD WP PDT JJR RP",human
"JJ NNP : PRP$ NN POS IN VBZ VBG VBN DT . PRP , CC VBD NNS VBP JJR ( ) CD RBS WRB RB WDT JJS MD VB TO `` '' RP RBR WP WP$ UH EX",human
"WRB NNP POS NN VBZ DT VBN IN , . PRP NNS CC JJ VB PRP$ VBP JJR ( ) VBG VBD TO `` WP CD '' RP RB RBR MD EX : WDT JJS #",human
"NNP : DT NN IN NNS VBP VBZ JJ WP RB , CC . VBG POS PRP VBN PRP$ VB JJR ( ) `` '' VBD CD WRB WDT RP MD TO JJS RBR PDT $ FW",human
"DT NN MD VB JJ NNS IN . VBZ JJS VBG TO PRP , ( ) EX VBP CC RB PRP$ POS `` RP '' VBD VBN WRB CD WP JJR",human
"NNP VBZ JJ NNS IN PRP$ NN ( ) CD VBP DT VBN , VBD VBG TO VB POS . CC WP PRP RB JJR",human
"NNP CC NN IN JJ ( ) VBD DT , POS VBP VBG TO VB NNS . RB CD VBZ WDT VBN MD RP PRP WP `` '' EX PDT PRP$ JJR",human
"CD IN DT NN POS NNS JJS VBP NNP ( ) VBZ RB VBD JJ , VBG TO VBN VB . RBS WDT RBR PRP : CC `` '' JJR MD WP PRP$ WRB EX",human
"DT NN MD VB VBG IN NNS VBP ( ) WRB VBD JJ , PRP RB WDT JJR CC TO . VBZ VBN RP `` PRP$ JJS '' WP CD : RBS POS EX RBR PDT",human
"NNP NNS MD RB VB VBN IN DT NN CC JJ ( ) PRP VBP TO PRP$ , JJS VBZ WDT . VBG POS JJR CD : VBD `` '' WRB WP RBS RP RBR $ EX",human
"JJ NN WP VBD IN NNP CC NNS ( ) POS PRP DT , JJR VBG . RP `` '' RB VBN PRP$ TO VB VBZ",human
"MD VB NN VBD DT . NNP CC VBP RB JJ ( ) IN VBG , CD NNS VBZ VBN TO PRP : PRP$ JJS RBR EX WDT RP `` '' WRB WP JJR POS",human
"NNP CC VBD IN NN ( ) JJ NNS VBZ PRP PRP$ , VBP VBN . DT TO VB VBG WRB `` '' RB WP WDT MD JJR",human
"NN POS '' : JJ NNS TO VB IN CC DT VBZ WDT VBP VBG , MD VBN JJR CD VBD RB . WRB PRP `` EX RBR PRP$ JJS RP # NNP ( ) WP",human
"DT NN VBZ JJ IN NNP NNS , ( ) VBG EX RB CC TO . CD VBP VBN VB POS VBD JJR `` PRP WDT '' WRB PRP$",human
"JJ NN NNS TO VB ( ) DT VBZ VBN CD IN VBD , VBG . : MD CC `` '' WRB PRP VBP RB UH # RBR",human
"DT NN VBD NNP POS NNS IN JJS CD RBR JJ , VB ( ) VBG WDT CC VBN RB . VBP JJR PRP VBZ MD TO `` PRP$ '' WP WRB",human
"DT JJ NN VBD TO VB NNP ( ) NNS VBP VBG IN WP . , VBZ RB VBN CD RP CC : `` PRP PRP$ '' JJR",human
"IN JJR CD NNS , NNP POS VBZ RB JJ ( NN ) DT VBG TO . JJS VBN CC VBD VBP `` EX # '' WDT RBR",human
"NNP CD NN DT IN , VBZ VBG JJR NNS JJ TO VB . EX VBP RB VBD WP VBN CC",human
"NNP CD NN DT IN JJ NNS VBD VBN , VBG TO . VBP CC VBZ RB FW PRP POS WP WRB VB",human
"DT JJ NN IN NNS RB VBN NNP ( ) VBP , WDT VBD CD . POS WRB VBG JJR CC PRP TO PRP$ RP WP VB",human
"NNS VBP IN NN CC VB DT NNP ( ) RB VBD , VBG POS VBN . TO WDT VBZ JJ CD # : PRP JJR",human
"VBN NNS CC VBG NN : DT POS JJ ( ) IN , VBP PRP$ VBZ VBD . TO VB MD RB WDT PRP WRB JJS `` CD '' NNP WP JJR $ RP EX RBS FW PDT",human
"NNP NN VBZ RP IN NNS ( ) , DT JJ WP VBD VBG VBN PRP$ . POS VBP RB PRP WDT : `` TO VB FW '' # CD RBR MD",human
"DT NN VBZ RP VBG IN NNP ( ) VBN JJ PRP$ CC NNS . , FW WP PRP $ CD VBD VBP MD VB TO `` RB ''",human
"DT JJ NN VBZ IN POS ( ) VBD VBN , NNS RP PRP$ VBG TO VB CD . CC WDT RBR `` VBP JJR '' RB",human
"WRB JJ VBD IN NNP NN VBN VBZ VBG DT CC NNS , TO VB . RB PRP CD PRP$ POS ( ) EX `` '' WP WP$ VBP : RP JJS JJR WDT RBS MD RBR FW PDT",human
"NNP POS JJ NNS MD VB PRP RB NN , VBN IN DT VBG CC TO . VBP : VBD `` CD VBZ '' PRP$ WRB WP WDT EX JJR JJS ( ) RP RBS",human
"DT NNS VBN TO VB JJ NN , IN CD MD RB PRP$ CC . VBZ VBG VBD WDT VBP : POS PRP ( ) FW `` '' WRB JJR JJS RBS WP RBR EX",human
"NN TO NNS : MD VB IN PRP$ ( ) VBZ JJ PRP VBP DT . , JJS WDT RB VBN RP POS CC VBD `` VBG '' CD EX JJR PDT WP WRB",human
"JJ NNS VBP VBG NN IN ( ) CC RB VBN CD , DT TO . VBZ VB RP PRP$ # `` '' VBD PRP MD POS JJR : EX NNP WRB JJS WDT WP",human
"NNP : POS PRP MD VB JJ TO IN DT RB CC '' ( NN ) VBZ VBG , PRP$ . `` WP VBN CD NNS VBD WDT RBS VBP RP WRB EX JJR PDT JJS UH # RBR",human
"NNP NN : CC CD NNS VBN IN RB ( ) DT PRP$ JJ VBP VBD WP , . WRB PRP VBG TO `` VBZ '' VB RBR",human
"NNP VBZ PRP VBD VBN TO VB JJ NN IN POS ( ) NNS DT . RB RP `` CC '' VBG : VBP WRB , MD EX JJR",human
"NN NNS : NNP CD JJ IN VBN ( ) VBZ TO VB POS , VBD . DT WRB VBP CC JJR RB VBG JJS PRP$ WDT `` PRP '' MD",human
"NNP VBZ RB IN , NN JJ ( ) DT CC NNS VBD VBN `` MD VB . '' CD WP : WDT VBP TO WRB PRP RBR VBG POS PDT WP$ RP PRP$ JJS EX JJR",human
"NNS VBP VBG RP PRP$ NN : IN JJ VBZ DT CD , . VBD TO VB PDT RB POS VBN PRP WDT WRB CC `` '' JJR WP $ ( ) NNP",human
"NNP DT NN POS VBZ JJ TO VBN IN CC `` : . '' VBP PRP$ NNS RB JJR , VBD VB PRP VBG ( CD ) MD WRB WDT WP RBR JJS FW RP $",human
"NNP POS NN VBZ WRB DT VBG JJ IN CC NNS VBP . CD TO , PRP VBD VBN ( ) PRP$ MD FW VB JJR WDT RB EX WP `` '' RP $ RBR : JJS",human
DT NN VBZ RB JJR IN PRP VBP VBG .,human
"NNS VBP VBG DT POS IN JJS VBZ WRB JJ PRP . NN VBD CD VBN CC PRP$ , RB `` '' TO VB MD RP : EX NNP WDT RBR JJR RBS PDT WP",human
"VB DT NN IN VBZ JJ WP CC . PRP , POS `` VBG JJR VBN PRP$ NNS VBD VBP RB TO RBS RP JJS '' : CD EX MD RBR WDT ( ) NNP WRB",human
"VBG IN DT JJ NN VBZ WP CC . VB PRP , POS `` JJR VBN ( ) NNS '' RB TO PRP$ VBP JJS RP WDT CD : FW EX MD VBD NNP WRB PDT RBS RBR",human
"JJ NN : WRB PRP$ VBZ VBG VB , ( ) DT IN NNS RP PRP VBP . RB JJS CC POS VBD EX WP MD VBN RBS WDT TO JJR CD RBR `` '' NNP NNPS",human
"WRB DT JJ NNS , RB MD PRP VB NN VBZ IN WP CC . VBN `` '' RBR ( ) CD PRP$ : VBG TO WDT VBD JJR JJS RP VBP EX PDT POS # RBS $ WP$ NNP FW UH",human
"DT JJ NN CC VBZ IN WP . VB PRP , POS `` VBG JJR ( ) VBD PRP$ NNS RB VBN : CD WRB TO WDT '' MD VBP RP EX JJS RBS RBR UH",human
