,Title,Generation
10,"Putin and Xi are using the coronavirus crisis to extend their control. Across the world, Trump is struggling to keep up","['Putin and Xi are using the coronavirus crisis to extend their control. Across the world, Trump is struggling to keep up with them in a war that has been going on for decades now - but he\'s still not strong enough. "" \n "" i\'m sorry about your family. it must be hard being so far away from home. "" she said softly. \n "" yes, we\'re all very lonely here. there wasn\'t much time before they were taken by the chinese government, so it would have been nice if you could visit us more often... "" \n "" yeah, me too! what do you think of china? "" \n "" well, you know how many people live at our house? i mean there are plenty who share my views about the economy and trade, which makes this place feel like one big happy family. "" \n "" oh really? "" her eyes widened as she looked around the room. "" where did everyone else go when they left? "" \n "" some went back into town, others stayed behind after work or even moved out to another city. most just took off for new york, canada, mexico, maybe california. you never see any families of yours anywhere except on tv shows. "" \n "" wow, that sounds great. "" \n "" actually, we\'ve got an old friend of mine living right next door. she lives down the street, but she \'ll probably want to come over sometime soon and check things out. "" \n "" cool! "" she smiled warmly. "" so, tell me about yourself? "" \n "" well, i guess i should start telling you about myself first... "" he started talking quickly, trying to get his mind off of everything and make sure he had made sense of everything. he told her about himself and about his parents\'death and then a few days ago his brother died in afghanistan. he finished speaking and watched her reaction closely. \n "" okay, let\'s hear it... "" she asked. \n "" alright, so basically, i grew up in chicago, texas. "" \n "" that explains why you look familiar, "" she replied thoughtfully. "" the name fits. "" \n "" yep... chicago... the same guy who gave birth to me, the man named michael. "" he paused briefly as he thought about it. "" that reminds me, i need to ask you something, though']"
11,How this South Korean company created coronavirus test kits in three weeks,"['How this South Korean company created coronavirus test kits in three weeks. \n "" i\'m not sure what to say, but it\'s a good thing you\'re here, because we don\'t know who the hell is behind all of these tests and why they are being run by scientists. if anyone can figure out where the vaccine came from, it would be me! "" he said with excitement. \n he was right ; there were more than one person on staff at that facility and most had been given an assignment for their work or some other reason to help them find the cure. but even though dr. chang could have provided answers to many questions about vaccinations, his only goal now seemed to be getting everyone off the island as quickly as possible. \n chapter 15 - new york city : day 2 \n kate sat down next to david and stared into space. she remembered her dream earlier when they first arrived at gibraltar and then again after she left him in antarctica. she thought back over every moment since. \n david looked up at her. he wore a dark blue suit, white shirt, black tie, and a gold watch around his neck. "" so... "" he started slowly. "" you think someone else has found atlantis? "" \n kate nodded. "" yes. "" \n "" you\'ve seen something like this before? "" \n "" no. i mean, yes, once or twice, actually. i saw a group of people go through a portal somewhere. but it never happened. "" \n "" well, maybe it did happen. "" \n kate shook her head. "" no way. they \'d just come to earth and start killing each others\'children. i don\'t believe any child ever died. "" \n david stood up. "" okay, let\'s get going. we need to make our final preparations. i \'ll take care of everything. "" \n "" wait. "" kate got to her feet. "" you can\'t leave us alone in here without telling me what\'s happening. please tell me what\'s really wrong. "" \n david walked toward her. "" look, i understand your feelings. it does seem strange - "" \n "" that you want to protect me. "" \n david stopped walking. "" kate, i love you. "" \n kate felt tears welling inside. "" what kind of man wants']"
12,The 30 most troubling lines from Donald Trump's latest news conference on coronavirus,"['The 30 most troubling lines from Donald Trump\'s latest news conference on coronavirus. \n "" we have a problem, sir! "" said one of his men in an anxious voice as he approached him with two other officers behind him. they were all wearing blue uniforms and had their arms folded across their chests. \n "" what\'s wrong? is it my wife or something else? "" asked don orlando, who was sitting next to david jamison. both looked pale but otherwise appeared calm enough. \n "" no, not at all... i just wanted you guys to know that our friend here has been found dead and buried, "" replied jamison. \n don orlando gasped. this couldn\'t be happening. "" oh god.... i\'m so sorry for your loss, mr. president. do you think there are any survivors out there? "" \n jamison shook his head sadly. "" unfortunately, none. it seems like everyone knows about them now. "" \n don felt sick to his stomach. if only he \'d known. "" how can anyone possibly survive such devastation? "" \n "" well, for starters, we\'ve got some people still alive, including those in our own government. we\'re trying to get a hold of them. "" jamison paused before continuing. "" however, we also need someone to help us find these bastards. "" \n chapter twenty - four : \n new york city \n april 1, 2026 -- 11:45 p.m. washington d.c. \n dr. robert tyler sat alone in a small room with several others. a few minutes earlier he received another call telling him that an emergency meeting would begin shortly after midnight tonight. "" okay gentlemen, let me tell you what i want to discuss first. then you \'ll understand why i\'m calling. "" \n tyler stood up and walked over to where a man dressed in white robes waited for him. he handed him a sealed envelope containing information regarding his research into cloning. tyler read through the contents quickly. when finished, he returned the letter back to its original position on top of the stack. \n tyler turned around and left the office without saying anything more. as soon as the door closed behind him, tyler pulled open the flap and began reading again. \n * * * ~~~ * * \n dear ms. johnson, \n thank you very much for contacting me today. i hope i am able to reach you sooner']"
13,Coronavirus could hurt Boeing more than the 737 Max crisis,"['Coronavirus could hurt Boeing more than the 737 Max crisis. \n "" i\'m sorry, mr. president, but we have no choice except to take this one step at a time and hope that our people can get through it in their own way. if not... well, you know what happens when they don\'t make sense. "" \n there was an awkward pause as both men contemplated his words. finally, alfred said : \n "" yes, of course! "" he stood up abruptly and walked over toward the door leading into the plane\'s cabin. \n "" thank god for small favors, dr. richardson. now go on with your work and let me rest. tomorrow is going to be another long day. good night. "" \n chapter twenty - four \n new york city, ny 1008 \n robert langdon sat alone in a dark corner booth at le coq rouge sipping coffee from a styrofoam cup. as he stared out across central park west onto broadway, langdon felt like someone had punched him hard in the stomach. something about seeing sophie neveu again made everything seem so clear. she \'d been right all along -- he did love her. \n i\'ve loved katherine since my first glimpse of her face, langdon thought. even though he knew he should never have kissed her back, he still wanted to kiss her. she seemed innocent enough, yet somehow, despite being young and naive, she seemed to understand the depth of feelings between two adults who were deeply involved in each other\'s lives. in fact, langdon found himself wondering whether she understood how much langdon cared for her. \n i can\'t tell anyone else, langdon realized suddenly. katherine would think i\'ve lost my mind. besides, i want to keep it private. after all these years, i need to share my secret with somebody. his heart began pounding wildly as he considered the ramifications. why am i telling them? why does everyone care anyway? it makes perfect sense that katherine might feel betrayed by my betrayal. but then the answer came to him : because nobody knows anything about us anymore. nobody will ever find out. langdon looked around the crowded restaurant. nobody seems interested in talking to me either. \n the only person sitting down next to him appeared to be some kind of homeless guy. langdon took note of the man\'s ragged clothes']"
14,Hong Kong protests: How unrest criminalized a generation,"['Hong Kong protests: How unrest criminalized a generation of the world\'s most powerful and influential. \n "" i am not sure that it is necessary for us to be here, but we are going on this mission to save our people from an unjust dictatorship which has no place in america or any other nation, let alone ours! "" he said as they entered into his office. \n "" yes sir? what do you want me to say? i can only tell you what my friend told me ; there will never again be peace between russia and china. i believe that your country needs peace right now, and i have faith that our government would support our cause if needed... "" replied general shinnle. \n "" thank god for small favors. i need someone who knows all about these things. i know you may think this is too much to ask, but please keep in mind that when my son comes back home, he will understand why i didn\'t come with him. "" responded president bane. \n * * * ~~~ * * * \n chapter 12 - the final battle of afghanistan \n after spending two days at the afghan embassy in bangalore, the three remaining members were finally able to return to their respective homes. they had been given some time off work by one of the senior officers to help them get ready. once inside the house, the four men went straight upstairs where they changed out of their uniforms and put on fresh clothes. each member was instructed to take a bath while waiting for their guests to arrive. after getting dressed, the five sat down at the dining room table and started eating. after finishing dinner, both sides retired to bed. \n at 0800 hours, the next morning, the doorbell rang. everyone woke up early and got together in front of the television screen. the news reporter announced that pakistan has just declared war against iran and its allies and has also ordered military action. "" the pakistani army has begun attacking pakistan\'s border villages along with several others in various parts of india. they are currently using nuclear weapons. "" the newscast continued. \n "" today, pakistani forces attacked apuao grande during a raid on the village near nakamura. reports indicate that pakistanis troops have destroyed many villagers including children and adults.']"
15,Christmas in Hong Kong marked by demonstrations and tear gas,"['Christmas in Hong Kong marked by demonstrations and tear gas. the new york times was a popular topic of conversation, but it had become increasingly difficult to concentrate on anything else. \n "" i\'m not sure what you mean about that, "" she said with an innocent smile as they walked into her apartment building. "" we\'re going out tonight? "" he asked. \n marabeth smiled at his question. "" yes. aren\'t there any other plans for today besides dinner? "" she teased him back. \n sam looked down at her beautiful face and knew she \'d been teasing him. but he didn\'t care anymore if anyone saw them together or heard their conversations. all he wanted right now were those soft lips against his own again. \n chapter 6 \n sam pulled up outside the restaurant where marabeth\'s father would be meeting her mother. he parked behind one of several cars. when he opened the door for marabeth, he took off his jacket and draped it over her shoulders before leading her inside. \n marabeth followed closely behind him, wondering why this man could make such good sense. he seemed so calm and confident. and yet... \n "" is everything okay between us? "" he whispered softly as soon as they stepped onto the sidewalk. \n marabeth turned around slowly. she put both hands up to stop him from taking her hand in his. "" no! absolutely nothing like that, "" she lied quickly. \n sam laughed softly. "" then how do you explain your reaction to me? "" \n "" well.... "" \n "" let me guess. you\'ve never seen me kiss another woman before, have you? because i think you might want some answers, "" he suggested gently. \n "" no, "" she replied honestly. \n "" then tell me why you reacted so strongly to my touch last night. you know something, don\'t you? "" \n marabeth shook her head. "" no. i just can\'t figure things out myself. i\'ve always felt more comfortable being alone than with someone who has feelings for me. "" \n sam nodded his understanding. "" so you feel safe with me, even though i am only touching you occasionally? "" \n marabeth blushed slightly. "" i suppose so. "" \n sam chuckled. "" okay, here goes. first of all, i can see how much you love']"
16,New arts district aims to brighten Chennai community's dark reputation,"['New arts district aims to brighten Chennai community\'s dark reputation. \n the local police are a formidable force, but they have little in common with our own forces of war and crime - ridden civilians who are more concerned about their families than themselves. it is clear that this will not be an easy transition for them ; there has been too much upheaval over recent years to allow any sort of peace or stability here on earth. we can only hope that the military will provide some means by which they might help us make sense out of what\'s happening, even if that meant facing down the entire planet. \n as far back as my childhood, when i was still living at home with mom and dad, i had always thought of myself as one big family unit. now, as we move from city to town, i realize how different things were before all these changes occurred : dad wouldn\'t let me go anywhere without him. he \'d insist that i stay behind and take care of his house while he went off to work, so i could spend time alone. \n "" you\'re right, darling! "" mum says to me when she sees that i\'m finally getting up to speed again. "" your father should probably get started on the next phase of training. "" \n "" yes, ma\'am, "" i say dutifully, though inside i feel like crying. the last thing i want to do is disappoint her, especially after everything she did for me. but she does need to know. \n "" i \'ll call your mother later today. "" \n "" thanks, mrs. iparis. "" \n she smiles at me warmly, then turns away. "" good luck tomorrow, dear girl. "" \n "" thank you, ma\'am. "" \n i head upstairs to bed, where i fall asleep almost immediately. \n chapter 12 \n the first day of school starts early. \n i wake up feeling groggy, disoriented, and very tired. the sun feels warm against my face, and i roll onto my side to look around the room. my bedroom looks exactly as usual, except for the fact that there are no windows, just a single door leading into another hallway. this must lead somewhere else entirely. \n i sit bolt upright. it takes me several seconds to remember why i am awake in such a hurry. i\'ve got ta find']"
17,From east Paris to world fame -- how imagination and travel fueled Christian Louboutin's success,"['From east Paris to world fame -- how imagination and travel fueled Christian Louboutin\'s success. \n "" you know, i don\'t think we \'ll be able to get any more of this stuff out here for a while. it\'s too hot for the paper now that there are so many people around us, but if we can just find some water...? "" he trailed off as they came upon an old abandoned building with two small pools on either side. "" let me check with my friend over at the hospital, see what she thinks about all these new additions to our little community, okay? "" \n "" sure thing! "" replied jill, who was already running toward her car. \n as soon as jill had disappeared into her vehicle, paul turned back towards his brother. "" hey man, where did you learn to drive like that anyway? "" asked ryan. \n "" oh yeah, well i learned when i got older. after school one day, dad took me riding around town in his truck and taught me everything he knew about driving. i have no idea why he does that though ; it seems stupid to me. besides, mom is always telling him not to take advantage of my poor upbringing or anything else. "" \n "" do your parents ever talk much? "" wondered ryan curiously. \n "" nah. my father never talks about them much either because they\'re dead. i guess they were killed by terrorists in iraq or something. "" \n "" wow! maybe they should go somewhere together someday. "" said ryan thoughtfully. \n * * * ~~~ * ~~ eotdelim chapter 1 : \n there will come a time, a moment when men die, when women must stand alone against their enemies, until someone comes along and takes away those things which make life worth living. \n - henry james \n i stood at the window overlooking the street below the house where my mother lived. it looked dark outside, except for the lights shining through the windows. i could hear faint voices coming down stairs. i waited patiently, watching the door open and close as my sister walked up the steps and then closed again behind her. i watched her walk past the kitchen table, looking at each item carefully before opening the front door to leave the room. \n "" hello? anyone home? "" she called softly. i heard footsteps moving across the floor as she']"
18,12 famous buildings in India: From ancient wonders to modern marvels,"['12 famous buildings in India: From ancient wonders to modern marvels of architecture. \n the city was not as impressive or imposing as it had been during its heyday, but still a beautiful place with many interesting shops and restaurants that were well - known for their unique design and style. there also seemed to be an abundance of trees on both sides of the street ; some even looked like they might have grown out of them. the streets were lined by tall old houses ; some appeared to be made up entirely of stone blocks. the only thing distinguishing these structures from others is that each one has three floors above ground level. this building\'s facade consisted mainly of glass windows, which are used by tourists who come here to enjoy the sights. \n "" i don\'t think we should go inside today, "" said sensei, looking at his watch. "" let us wait until tomorrow morning before going into town again. tomorrow will take care of our business. i \'ll give you all my notes about what happened yesterday. "" \n after he left, nikolai andreevich took me aside and asked if i would mind taking him back home. \n "" no! why? what did happen? "" \n "" nothing... just something that came over me when i saw those two men coming toward us, "" he replied seriously. "" maybe i am seeing things because of them. anyway, it doesn\'t matter now. we can continue later. right now, we need rest. we\'ve got time to prepare ourselves. "" \n chapter 2. training session \n "" so how much longer till you\'re ready? "" andrew inquired while sitting down next to me. \n "" oh, i\'m fine, really. "" \n "" good! then let\'s get started. the first step, remember, must start slowly. you know, a lot depends upon your body\'s reaction to every movement. "" \n "" yes, of course, "" i agreed, thinking that andrew could easily see through my actions. \n we sat quietly together, listening to music playing softly in the background. i listened attentively, trying hard to understand everything that andrew told me. i felt very tired, yet excited too. i tried to concentrate on his words, but soon became overwhelmed by thoughts of the past few days and events. andrew continued talking. \n "" so, you']"
19,Coronavirus: Which countries have travel bans?,"['Coronavirus: Which countries have travel bans? "" \n i\'m surprised that he knows about the ban. it\'s not like him to know things, but then again he hasn\'t been around for a long time and is probably just as confused by this information as everyone else in his family. \n "" no one really cares what they do with their lives or where you live. we\'re all free to be ourselves whenever we want. "" he looks at me expectantly. \n my heart skips a beat because of his words and how much he seems so different than most people who come from an entirely separate world. there are some similarities between us - but none of them match up with what happened earlier today. \n "" well... if you think your parents would care about us, maybe they \'d let you stay here on earth until after school starts tomorrow night. "" \n he smiles warmly. "" yeah right! "" \n "" okay.... um, thanks for letting me crash over tonight. "" \n "" anytime, babe. "" \n chapter 6 \n my mother comes home later that afternoon, looking exhausted. she sits down next to andrew, taking her hand into hers, giving it another squeeze before sitting back down beside me. \n "" hey baby girl, "" mom says softly, kissing both sides of camryn\'s face gently, "" can we talk alone now please? "" \n i look up at her through narrowed eyes. \n "" sure thing, ma, "" i say and stand up to go get something out of the kitchen. \n "" i \'ll help you clean up. "" dad stands too, standing behind me while natalie follows suit. \n i turn around and see camryn still lying across the bed watching tv. \n "" why did you tell her we were staying overnight? "" i ask my father quietly. \n he shrugs casually. "" it was nice seeing her smile again. "" \n i walk past him toward the bathroom. "" good luck finding someone to take her place. "" \n "" oh, and nathan will take care of everything, "" he adds as i shut the door behind me. \n "" thank god, "" i mutter under my breath as i reach the sink. \n i rinse off my hands and head back to sit down next to camryn. \n "" so, do you feel better yet']"
20,Mount Everest closed over coronavirus fears,"['Mount Everest closed over coronavirus fears. \n "" the only way to stop it is with a miracle, and i\'m not talking about any kind of magic or power that can be used for good. we\'re just going to have to wait until this thing blows up in our faces - if they don\'t already know what\'s happening here, then maybe they \'ll figure out something else on their own soon enough. "" he turned his head toward me as though he were trying to read my mind. "" you\'ve been through so much. your mother was killed by an animal while she slept in her bed last night... and now your father has gone missing from school. there are no answers yet, but i think they will find them eventually. "" \n i nodded slowly, still processing everything that had happened since yesterday morning. i could see how much dad loved allie ; he would never let anything happen to her again. but how did he even expect us all to live like normal people? \n "" allie... "" jared said softly. i looked at him sharply, wondering why he seemed concerned. he continued when i remained silent. "" allie, please listen carefully before you say anything more. allie, what happens after tonight stays between us. i want nothing more than to take care of you, but this whole situation needs to stay under wraps for another day. i need to keep everyone safe until i get back. understand? "" \n "" yes! okay! "" i cried, relieved. \n jared smiled reassuringly. "" thank god. i knew you \'d come around. now go home and rest. tomorrow we start work on finding some solutions. "" \n chapter twenty seven : "" one step closer to solving "" \n allie \n the next few days passed quickly. i spent most of the time studying and reading books, hoping that things might change during lunch or dinner hours. instead of spending every spare moment writing down notes and ideas, i sat quietly at my desk, staring blankly into space. i felt numb inside. i thought of mom and allie and wondered where they were. i missed seeing them both. \n i hadn\'t seen either of them since wednesday evening. i tried calling allie several times, but each time went straight to voice mail. she probably needed help getting ready for class.']"
